,GrLivArea,OverallQual,NeighType_4,YearBuilt,Baths,BsmtQual_Avg,GarageArea,YearRemodAdd,NeighType_1,Fireplaces,TotalBsmtSF,Foundation_PConc,KitchenQual_Gd,Exterior_BrkComm,TotRmsAbvGrd,ExterQual_Avg,BsmtFinSF,CentralAir_Yes,KitchenQual_Avg,NeighType_2,BsmtExposure_Yes,MSZoning_Oth,LotFrontage,ExterQual_Ex,MasVnrArea,WoodDeckSF,RoadRail_Yes,ExterQual_Gd,BsmtFinType1_GLQ,Exterior_VinylSd,HeatingQC_Avg,MSZoning_RL,HeatingQC_Gd,OpenPorchSF,GarageType_Oth,LotShape_IR2,Foundation_CBlock,PavedDrive_Yes,Foundation_Oth,MasVnrType_Oth,BldgType_1Fam,GarageType_Attchd,Electrical_Yes,2Story_Y,Age,BsmtQual_Gd,LotShape_IR1,LotShape_Reg,BldgType_Oth,NeighType_3,RoofStyle_Oth,Fence_Yes,RoofStyle_Gable,OverallCond,BsmtFinType1_LwQ,ExterCond_Gd,LotShape_IR3,MasVnrType_Brick,BsmtFinType1_BLQ,Exterior_CemntBd,BsmtFinType1_Rec,ExterCond_Avg,BsmtFinType1_ALQ,Exterior_HdBoard,Exterior_Wd Sdng,GarageType_None,BedroomAbvGr,LandSlope_Oth,LandSlope_Gtl,LotConfig_Oth,LotConfig_Inside,Exterior_Other,BsmtFinType1_None,MoSold,YrSold,Exterior_MetalSd,ExterCond_Ex,Exterior_WdShing,LandContour_Oth,LandContour_Lvl
0,0.507695974600693,0.635894102625775,0,1.0408657921495201,1.40394330378884,0,0.33257087771245597,0.867181430571816,0,-0.956887856653243,-0.00855261151496888,1,1,0,0.946914086960132,0,0.712844078273399,1,0,0,0,0,-0.0872489133976964,0,0.506643349030141,-0.755085680880571,0,1,1,1,0,1,1,0.215804164998949,0,0,0,1,0,0,1,1,1,1,-0.548883484103143,1,0,1,0,1,0,0,1,-0.672867667147616,0,0,0,1,0,0,0,1,0,0,0,0,0.207918705861096,0,1,0,1,0,0,-1.59945294525286,0.133833129435312,0,0,0,0,1
1,-0.406098828746169,-0.191125474665613,1,0.137598719699888,0.471662005630575,0,0.220579615896624,-0.451791079901263,0,0.588597297871588,0.339347524028104,0,0,0,-0.218266446794627,1,0.821345796470566,1,1,0,1,0,0.58071396400585,0,-0.570199227271789,1.6184454187659,1,0,0,0,0,1,1,-0.726763549635617,0,0,1,1,0,0,1,1,1,0,-0.548883484103143,1,0,1,0,0,0,0,1,2.34201358984605,0,0,0,0,0,0,0,1,1,0,0,0,0.207918705861096,0,1,1,0,0,0,-0.486220871949257,-0.62183441847381,1,0,0,0,1
2,0.641936189585946,0.635894102625775,0,0.973957120116218,1.40394330378884,0,0.400446951241352,0.81833059685059,0,0.588597297871588,0.0545458783756962,1,1,0,-0.218266446794627,0,0.59487246641876,1,0,0,1,0,0.0561367105319845,0,0.319844126610418,-0.755085680880571,0,1,1,1,0,1,1,-0.0777825002150962,0,0,0,1,0,0,1,1,1,1,-0.507803729837328,1,1,0,0,1,0,0,1,-0.672867667147616,0,0,0,1,0,0,0,1,0,0,0,0,0.207918705861096,0,1,0,1,0,0,0.99808855912221,0.133833129435312,0,0,0,0,1
3,0.520269946394805,0.635894102625775,0,-1.90311577731596,-0.121165578631736,1,0.436418761092242,-0.744896082228614,0,0.588597297871588,-0.115678901359026,0,1,0,0.39982459493922096,1,0.360334252531546,1,0,0,0,0,-0.339236447263635,0,-0.570199227271789,-0.755085680880571,0,0,0,0,0,1,1,-0.18594600845185,1,0,0,1,1,0,1,0,1,1,1.7105030005167,0,1,0,0,1,0,0,1,-0.672867667147616,0,0,0,0,0,0,0,1,1,0,1,0,0.207918705861096,0,1,1,0,0,0,-1.59945294525286,-1.37750196638293,0,0,0,0,1
4,1.2949155611693999,1.46291367991716,1,0.940502784099565,1.40394330378884,0,0.615201821440775,0.72062892940814,0,0.588597297871588,0.250239255713237,1,1,0,1.43866136210246,0,0.688622253829242,1,0,0,1,0,0.740710571747842,0,1.35273394469594,0.774169255804405,0,1,1,1,0,1,1,0.571198549205425,0,0,0,1,0,0,1,1,1,1,-0.548883484103143,1,1,0,0,0,0,0,1,-0.672867667147616,0,0,0,1,0,0,0,1,0,0,0,0,0.769805233993066,0,1,1,0,0,0,2.11132063242581,0.133833129435312,0,0,0,0,1
5,-0.180624496847422,-1.018145051957,0,0.706322431982992,0.471662005630575,0,0.247538102212675,0.476374760802015,0,-0.956887856653243,-0.0714612897895287,0,0,0,-0.931101884413553,1,0.724624793874948,1,1,1,0,0,0.779695847760922,0,-0.570199227271789,-0.436490902404534,0,0,1,1,0,1,1,-0.263205657192388,0,0,0,1,1,0,1,1,1,1,-0.466723975571512,1,1,0,0,0,0,1,1,-0.672867667147616,0,0,0,0,0,0,0,1,0,0,0,0,-1.7279833353245,0,1,0,1,0,0,1.36916591689008,0.889500677344433,0,0,0,0,1
6,0.478790351585992,1.46291367991716,1,1.07432012816618,0.970985715441924,0,0.43019037995315906,0.964883098014266,0,0.588597297871588,0.612471749934256,1,1,0,0.39982459493922096,0,0.93902318866102,1,0,0,1,0,0.370864975639133,0,0.451702401259634,1.27595603190416,0,1,1,1,0,1,1,0.153996446006518,0,0,0,1,0,1,1,1,1,0,-0.507803729837328,1,0,1,0,0,0,0,1,-0.672867667147616,0,0,0,0,0,0,0,1,0,0,0,0,0.207918705861096,0,1,0,1,0,0,0.627011201354344,-0.62183441847381,0,0,0,0,1
7,1.13454288582778,0.635894102625775,0,0.0372357116499286,1.40394330378884,0,0.252814883813589,-0.598343581064938,0,2.13408245239642,0.219630159883929,0,0,0,0.39982459493922096,1,0.789784534425106,1,1,0,1,0,0.0561367105319845,0,0.74838351922037,1.1166586426661498,1,0,0,0,0,1,1,2.4254301189783396,0,0,1,1,0,1,1,1,1,1,-0.548883484103143,1,1,0,0,1,0,0,1,0.332092751850275,0,0,0,0,0,0,0,1,1,1,0,0,0.207918705861096,0,1,1,0,0,0,1.74024327465794,0.889500677344433,0,0,0,0,1
8,0.621067220452513,0.635894102625775,0,-1.3678464010495,-0.121165578631736,1,0.231480339143474,-1.72191275665312,0,2.13408245239642,0.0847065421012176,0,0,0,0.946914086960132,1,-1.4529148442392599,1,1,1,0,1,-0.841658443178107,0,-0.570199227271789,-0.0382474293094882,1,0,0,0,0,0,1,-0.726763549635617,1,0,0,1,1,0,1,0,0,1,0.231631846947347,0,0,1,0,0,0,0,1,-0.672867667147616,0,0,0,0,0,0,0,1,0,0,0,0,-0.543955692532923,0,1,0,1,1,1,-0.857298229717123,0.133833129435312,0,0,0,0,1
9,-0.866631988807862,-1.018145051957,0,-1.10021171291628,-0.121165578631736,1,-0.26001529789715,-1.72191275665312,1,2.13408245239642,0.120320989660929,0,0,0,-0.931101884413553,1,0.774385792082874,1,1,0,0,0,-0.902044728905433,0,-0.570199227271789,-0.755085680880571,1,0,1,0,0,1,1,-0.664955830643186,0,0,0,1,1,0,0,1,1,0,-0.097006187179175,0,0,1,1,0,0,0,1,0.332092751850275,0,0,0,0,0,0,0,1,0,0,0,0,-0.543955692532923,0,1,1,0,0,0,-1.97053030302072,0.133833129435312,1,0,0,0,1
