,GrLivArea,OverallQual,NeighType_4,Baths,BsmtQual_Avg,GarageArea,YearRemodAdd,NeighType_1,Fireplaces,TotalBsmtSF,Foundation_PConc,KitchenQual_Gd,Exterior_BrkComm,TotRmsAbvGrd,ExterQual_Avg,BsmtFinSF,CentralAir_Yes,KitchenQual_Avg,NeighType_2,BsmtExposure_Yes,MSZoning_Oth,LotFrontage,ExterQual_Ex,MasVnrArea,WoodDeckSF,RoadRail_Yes,ExterQual_Gd,BsmtFinType1_GLQ,Exterior_VinylSd,HeatingQC_Avg,MSZoning_RL,HeatingQC_Gd,OpenPorchSF,GarageType_Oth,LotShape_IR2,Foundation_CBlock,PavedDrive_Yes,BldgType_1Fam,GarageType_Attchd,2Story_Y,BsmtQual_Gd,LotShape_Reg,BldgType_Oth,NeighType_3,RoofStyle_Oth,Fence_Yes,RoofStyle_Gable,OverallCond,BsmtFinType1_LwQ,ExterCond_Gd,LotShape_IR3,MasVnrType_Brick,Exterior_CemntBd,ExterCond_Avg,Exterior_HdBoard,Exterior_Wd Sdng,GarageType_None,BedroomAbvGr,LandSlope_Oth,LandSlope_Gtl,LotConfig_Oth,LotConfig_Inside,Exterior_Other,BsmtFinType1_None,YrSold,Exterior_MetalSd,ExterCond_Ex,Exterior_WdShing,LandContour_Oth,LandContour_Lvl
0,0.5076959746006929,0.6358941026257751,0,1.4039433037888402,0,0.332570877712456,0.867181430571816,0,-0.9568878566532428,-0.00855261151496888,1,1,0,0.9469140869601321,0,0.712844078273399,1,0,0,0,0,-0.0872489133976964,0,0.506643349030141,-0.7550856808805708,0,1,1,1,0,1,1,0.21580416499894897,0,0,0,1,1,1,1,1,1,0,1,0,0,1,-0.672867667147616,0,0,0,1,0,1,0,0,0,0.207918705861096,0,1,0,1,0,0,0.133833129435312,0,0,0,0,1
1,-0.406098828746169,-0.191125474665613,1,0.47166200563057503,0,0.220579615896624,-0.451791079901263,0,0.588597297871588,0.33934752402810403,0,0,0,-0.21826644679462698,1,0.8213457964705659,1,1,0,1,0,0.58071396400585,0,-0.570199227271789,1.6184454187658999,1,0,0,0,0,1,1,-0.7267635496356172,0,0,1,1,1,1,0,1,1,0,0,0,0,1,2.34201358984605,0,0,0,0,0,1,0,0,0,0.207918705861096,0,1,1,0,0,0,-0.62183441847381,1,0,0,0,1
2,0.641936189585946,0.6358941026257751,0,1.4039433037888402,0,0.40044695124135204,0.81833059685059,0,0.588597297871588,0.0545458783756962,1,1,0,-0.21826644679462698,0,0.59487246641876,1,0,0,1,0,0.0561367105319845,0,0.31984412661041806,-0.7550856808805708,0,1,1,1,0,1,1,-0.0777825002150962,0,0,0,1,1,1,1,1,0,0,1,0,0,1,-0.672867667147616,0,0,0,1,0,1,0,0,0,0.207918705861096,0,1,0,1,0,0,0.133833129435312,0,0,0,0,1
3,0.5202699463948051,0.6358941026257751,0,-0.12116557863173598,1,0.436418761092242,-0.7448960822286139,0,0.588597297871588,-0.115678901359026,0,1,0,0.39982459493922096,1,0.36033425253154605,1,0,0,0,0,-0.339236447263635,0,-0.570199227271789,-0.7550856808805708,0,0,0,0,0,1,1,-0.18594600845185,1,0,0,1,1,0,1,0,0,0,1,0,0,1,-0.672867667147616,0,0,0,0,0,1,0,1,0,0.207918705861096,0,1,1,0,0,0,-1.37750196638293,0,0,0,0,1
4,1.2949155611694,1.46291367991716,1,1.4039433037888402,0,0.6152018214407751,0.72062892940814,0,0.588597297871588,0.250239255713237,1,1,0,1.43866136210246,0,0.688622253829242,1,0,0,1,0,0.7407105717478419,0,1.35273394469594,0.7741692558044051,0,1,1,1,0,1,1,0.5711985492054251,0,0,0,1,1,1,1,1,0,0,0,0,0,1,-0.672867667147616,0,0,0,1,0,1,0,0,0,0.769805233993066,0,1,1,0,0,0,0.133833129435312,0,0,0,0,1
5,-0.18062449684742202,-1.0181450519570001,0,0.47166200563057503,0,0.247538102212675,0.476374760802015,0,-0.9568878566532428,-0.0714612897895287,0,0,0,-0.931101884413553,1,0.724624793874948,1,1,1,0,0,0.779695847760922,0,-0.570199227271789,-0.436490902404534,0,0,1,1,0,1,1,-0.263205657192388,0,0,0,1,1,1,1,1,0,0,0,0,1,1,-0.672867667147616,0,0,0,0,0,1,0,0,0,-1.7279833353245,0,1,0,1,0,0,0.8895006773444329,0,0,0,0,1
6,0.478790351585992,1.46291367991716,1,0.970985715441924,0,0.4301903799531591,0.9648830980142661,0,0.588597297871588,0.612471749934256,1,1,0,0.39982459493922096,0,0.93902318866102,1,0,0,1,0,0.370864975639133,0,0.45170240125963396,1.2759560319041598,0,1,1,1,0,1,1,0.15399644600651802,0,0,0,1,1,1,0,1,1,0,0,0,0,1,-0.672867667147616,0,0,0,0,0,1,0,0,0,0.207918705861096,0,1,0,1,0,0,-0.62183441847381,0,0,0,0,1
7,1.1345428858277802,0.6358941026257751,0,1.4039433037888402,0,0.25281488381358896,-0.598343581064938,0,2.13408245239642,0.21963015988392898,0,0,0,0.39982459493922096,1,0.7897845344251059,1,1,0,1,0,0.0561367105319845,0,0.74838351922037,1.1166586426661498,1,0,0,0,0,1,1,2.42543011897834,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0.33209275185027504,0,0,0,0,0,1,1,0,0,0.207918705861096,0,1,1,0,0,0,0.8895006773444329,0,0,0,0,1
8,0.621067220452513,0.6358941026257751,0,-0.12116557863173598,1,0.231480339143474,-1.7219127566531203,0,2.13408245239642,0.0847065421012176,0,0,0,0.9469140869601321,1,-1.45291484423926,1,1,1,0,1,-0.841658443178107,0,-0.570199227271789,-0.0382474293094882,1,0,0,0,0,0,1,-0.7267635496356172,1,0,0,1,1,0,1,0,1,0,0,0,0,1,-0.672867667147616,0,0,0,0,0,1,0,0,0,-0.543955692532923,0,1,0,1,1,1,0.133833129435312,0,0,0,0,1
9,-0.8666319888078621,-1.0181450519570001,0,-0.12116557863173598,1,-0.26001529789715,-1.7219127566531203,1,2.13408245239642,0.120320989660929,0,0,0,-0.931101884413553,1,0.7743857920828741,1,1,0,0,0,-0.902044728905433,0,-0.570199227271789,-0.7550856808805708,1,0,1,0,0,1,1,-0.6649558306431861,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.33209275185027504,0,0,0,0,0,1,0,0,0,-0.543955692532923,0,1,1,0,0,0,0.133833129435312,1,0,0,0,1
