,LotFrontage,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice,SalePrice_Log,Age,Baths,BsmtFinSF,MSZoning_Oth,MSZoning_RL,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Lvl,LandContour_Oth,LotConfig_Inside,LotConfig_Oth,LandSlope_Gtl,LandSlope_Oth,BldgType_1Fam,BldgType_Oth,RoofStyle_Gable,RoofStyle_Oth,MasVnrType_Brick,MasVnrType_Oth,ExterQual_Avg,ExterQual_Ex,ExterQual_Gd,ExterCond_Avg,ExterCond_Ex,ExterCond_Gd,Foundation_CBlock,Foundation_Oth,Foundation_PConc,BsmtQual_Avg,BsmtQual_Gd,BsmtExposure_Yes,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_None,BsmtFinType1_Rec,HeatingQC_Avg,HeatingQC_Gd,CentralAir_Yes,Electrical_Yes,KitchenQual_Avg,KitchenQual_Gd,GarageType_Attchd,GarageType_None,GarageType_Oth,PavedDrive_Yes,Fence_Yes,2Story_Y,RoadRail_Yes,Exterior_BrkComm,Exterior_CemntBd,Exterior_HdBoard,Exterior_MetalSd,Exterior_Other,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,NeighType_2,NeighType_1,NeighType_3,NeighType_4
0,-0.08724891339769640,0.6358941026257750,-0.6728676671476160,1.040865792149520,0.8671814305718160,0.5066433490301410,-0.008552611514968880,0.5076959746006930,0.20791870586109600,0.9469140869601320,-0.9568878566532430,0.332570877712456,-0.7550856808805710,0.2158041649989490,-1.5994529452528600,0.1338331294353120,0.3283825089062590,0.5457015409558030,-0.5488834841031430,1.4039433037888400,0.712844078273399,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.5807139640058500,-0.19112547466561300,2.3420135898460500,0.13759871969988800,-0.4517910799012630,-0.5701992272717890,0.33934752402810400,-0.4060988287461690,0.20791870586109600,-0.2182664467946270,0.5885972978715880,0.2205796158966240,1.6184454187659000,-0.7267635496356170,-0.4862208719492570,-0.6218344184738100,-0.0099090386819841,0.19295178198314,-0.5488834841031430,0.4716620056305750,0.8213457964705660,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2,0.05613671053198450,0.6358941026257750,-0.6728676671476160,0.9739571201162180,0.8183305968505900,0.3198441266104180,0.05454587837569620,0.6419361895859460,0.20791870586109600,-0.2182664467946270,0.5885972978715880,0.4004469512413520,-0.7550856808805710,-0.07778250021509620,0.9980885591222100,0.1338331294353120,0.5163222575663950,0.7224089010196180,-0.5078037298373280,1.4039433037888400,0.5948724664187600,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3,-0.3392364472636350,0.6358941026257750,-0.6728676671476160,-1.903115777315960,-0.7448960822286140,-0.5701992272717890,-0.11567890135902600,0.5202699463948050,0.20791870586109600,0.39982459493922100,0.5885972978715880,0.4364187610922420,-0.7550856808805710,-0.18594600845185000,-1.5994529452528600,-1.3775019663829300,-0.5298756766416920,-0.4673897437621400,1.710503000516700,-0.12116557863173600,0.3603342525315460,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
4,0.7407105717478420,1.462913679917160,-0.6728676671476160,0.9405027840995650,0.72062892940814,1.3527339446959400,0.2502392557132370,1.294915561169400,0.7698052339930660,1.4386613621024600,0.5885972978715880,0.6152018214407750,0.7741692558044050,0.5711985492054250,2.1113206324258100,0.1338331294353120,0.8483491468659670,1.0074139921803300,-0.5488834841031430,1.4039433037888400,0.6886222538292420,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5,0.7796958477609220,-1.0181450519570000,-0.6728676671476160,0.7063224319829920,0.4763747608020150,-0.5701992272717890,-0.07146128978952870,-0.18062449684742200,-1.727983335324500,-0.9311018844135530,-0.9568878566532430,0.2475381022126750,-0.4364909024045340,-0.2632056571923880,1.3691659168900800,0.8895006773444330,-0.4922877269096650,-0.4134607232124210,-0.4667239755715120,0.4716620056305750,0.7246247938749480,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6,0.3708649756391330,1.462913679917160,-0.6728676671476160,1.0743201281661800,0.9648830980142660,0.4517024012596340,0.6124717499342560,0.4787903515859920,0.20791870586109600,0.39982459493922100,0.5885972978715880,0.43019037995315900,1.2759560319041600,0.15399644600651800,0.6270112013543440,-0.6218344184738100,1.5625201917744800,1.5298288734713800,-0.5078037298373280,0.9709857154419240,0.93902318866102,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7,0.05613671053198450,0.6358941026257750,0.3320927518502750,0.037235711649928600,-0.5983435810649380,0.7483835192203700,0.21963015988392900,1.1345428858277800,0.20791870586109600,0.39982459493922100,2.1340824523964200,0.2528148838135890,1.116658642666150,2.425430118978340,1.7402432746579400,0.8895006773444330,0.22188331799884900,0.43983421533788600,-0.5488834841031430,1.4039433037888400,0.7897845344251060,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
8,-0.8416584431781070,0.6358941026257750,-0.6728676671476160,-1.3678464010495000,-1.7219127566531200,-0.5701992272717890,0.08470654210121760,0.6210672204525130,-0.5439556925329230,0.9469140869601320,2.1340824523964200,0.2314803391434740,-0.038247429309488200,-0.7267635496356170,-0.8572982297171230,0.1338331294353120,-0.6564217740728500,-0.6578448526953790,0.231631846947347,-0.12116557863173600,-1.452914844239260,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
9,-0.9020447289054330,-1.0181450519570000,0.3320927518502750,-1.1002117129162800,-1.7219127566531200,-0.5701992272717890,0.12032098966092900,-0.8666319888078620,-0.5439556925329230,-0.9311018844135530,2.1340824523964200,-0.26001529789715000,-0.7550856808805710,-0.6649558306431860,-1.9705303030207200,0.1338331294353120,-0.8055206413432230,-0.9022303086632300,-0.097006187179175,-0.12116557863173600,0.7743857920828740,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
