,GrLivArea,OverallQual,NeighType_4,Baths,BsmtQual_Avg,GarageArea,YearRemodAdd,NeighType_1,Fireplaces,TotalBsmtSF,Foundation_PConc,KitchenQual_Gd,Exterior_BrkComm,TotRmsAbvGrd,ExterQual_Avg,BsmtFinSF,CentralAir_Yes,KitchenQual_Avg,NeighType_2,BsmtExposure_Yes,MSZoning_Oth,LotFrontage,ExterQual_Ex,OverallCond,ExterCond_Gd,MasVnrArea,WoodDeckSF
0,0.5076959746006929,0.6358941026257751,0,1.4039433037888402,0,0.332570877712456,0.867181430571816,0,-0.9568878566532428,-0.00855261151496888,1,1,0,0.9469140869601321,0,0.712844078273399,1,0,0,0,0,-0.0872489133976964,0,-0.672867667147616,0,0.506643349030141,-0.7550856808805708
1,-0.406098828746169,-0.191125474665613,1,0.47166200563057503,0,0.220579615896624,-0.451791079901263,0,0.588597297871588,0.33934752402810403,0,0,0,-0.21826644679462698,1,0.8213457964705659,1,1,0,1,0,0.58071396400585,0,2.34201358984605,0,-0.570199227271789,1.6184454187658999
2,0.641936189585946,0.6358941026257751,0,1.4039433037888402,0,0.40044695124135204,0.81833059685059,0,0.588597297871588,0.0545458783756962,1,1,0,-0.21826644679462698,0,0.59487246641876,1,0,0,1,0,0.0561367105319845,0,-0.672867667147616,0,0.31984412661041806,-0.7550856808805708
3,0.5202699463948051,0.6358941026257751,0,-0.12116557863173598,1,0.436418761092242,-0.7448960822286139,0,0.588597297871588,-0.115678901359026,0,1,0,0.39982459493922096,1,0.36033425253154605,1,0,0,0,0,-0.339236447263635,0,-0.672867667147616,0,-0.570199227271789,-0.7550856808805708
4,1.2949155611694,1.46291367991716,1,1.4039433037888402,0,0.6152018214407751,0.72062892940814,0,0.588597297871588,0.250239255713237,1,1,0,1.43866136210246,0,0.688622253829242,1,0,0,1,0,0.7407105717478419,0,-0.672867667147616,0,1.35273394469594,0.7741692558044051
5,-0.18062449684742202,-1.0181450519570001,0,0.47166200563057503,0,0.247538102212675,0.476374760802015,0,-0.9568878566532428,-0.0714612897895287,0,0,0,-0.931101884413553,1,0.724624793874948,1,1,1,0,0,0.779695847760922,0,-0.672867667147616,0,-0.570199227271789,-0.436490902404534
6,0.478790351585992,1.46291367991716,1,0.970985715441924,0,0.4301903799531591,0.9648830980142661,0,0.588597297871588,0.612471749934256,1,1,0,0.39982459493922096,0,0.93902318866102,1,0,0,1,0,0.370864975639133,0,-0.672867667147616,0,0.45170240125963396,1.2759560319041598
7,1.1345428858277802,0.6358941026257751,0,1.4039433037888402,0,0.25281488381358896,-0.598343581064938,0,2.13408245239642,0.21963015988392898,0,0,0,0.39982459493922096,1,0.7897845344251059,1,1,0,1,0,0.0561367105319845,0,0.33209275185027504,0,0.74838351922037,1.1166586426661498
8,0.621067220452513,0.6358941026257751,0,-0.12116557863173598,1,0.231480339143474,-1.7219127566531203,0,2.13408245239642,0.0847065421012176,0,0,0,0.9469140869601321,1,-1.45291484423926,1,1,1,0,1,-0.841658443178107,0,-0.672867667147616,0,-0.570199227271789,-0.0382474293094882
9,-0.8666319888078621,-1.0181450519570001,0,-0.12116557863173598,1,-0.26001529789715,-1.7219127566531203,1,2.13408245239642,0.120320989660929,0,0,0,-0.931101884413553,1,0.7743857920828741,1,1,0,0,0,-0.902044728905433,0,0.33209275185027504,0,-0.570199227271789,-0.7550856808805708
10,-0.9667298328012299,-1.0181450519570001,0,-0.12116557863173598,1,0.108087723054592,-0.9891502508347391,1,-0.9568878566532428,0.16341595477395998,0,0,0,-0.931101884413553,1,0.795407811551155,1,1,0,0,0,0.148767850416059,0,-0.672867667147616,0,-0.570199227271789,-0.7550856808805708
11,1.4737614349802,2.2899332572085496,1,1.7871660510573601,0,0.5280554394243039,1.0137339317354899,0,2.13408245239642,0.273800223300898,1,1,0,2.29673907871472,0,0.828262177640592,1,0,0,0,0,0.779695847760922,1,-0.672867667147616,0,1.0011118789647,0.4157501300188641
12,-1.3381311055272902,-1.0181450519570001,0,-0.12116557863173598,1,0.0549635947610022,-1.13570275199841,1,-0.9568878566532428,0.0468665519384633,0,0,0,-1.7774236235111298,1,0.726849429865524,1,1,0,0,0,0.0561367105319845,0,0.33209275185027504,0,-0.570199227271789,0.359996043785558
13,0.0963716773284865,0.6358941026257751,0,-0.12116557863173598,0,0.618499439667965,1.06258476545672,0,0.588597297871588,0.497027752196427,1,1,0,0.39982459493922096,0,-1.45291484423926,1,0,0,1,0,1.00574253983324,0,-0.672867667147616,0,1.11099377450571,0.519293433023576
14,-0.427128749284937,-0.191125474665613,0,0.47166200563057503,1,0.0549635947610022,-1.2334044194408602,0,0.588597297871588,0.332748126394162,0,0,0,-0.931101884413553,1,0.72507075215779,1,1,1,0,0,0.0561367105319845,0,-0.672867667147616,0,0.594548865462951,-0.7550856808805708
15,-1.5212190217708799,0.6358941026257751,0,-1.84105034270392,1,0.3649936365101521,0.769479763129365,1,-0.9568878566532428,-0.0332519486202675,0,0,0,-0.931101884413553,1,-1.45291484423926,1,1,0,0,1,-0.841658443178107,0,2.34201358984605,0,-0.570199227271789,-0.372771946709327
16,-1.0670711992061899,-0.191125474665613,0,-0.12116557863173598,1,0.247538102212675,-0.7448960822286139,0,0.588597297871588,0.131927838838446,0,0,0,-0.931101884413553,1,0.648823186851898,1,1,1,0,0,0.0561367105319845,0,1.3370531708481599,0,0.41873783259733,-0.7550856808805708
17,-0.327785709291311,-1.0181450519570001,0,-0.12116557863173598,0,0.293744646698637,-0.8914485833922892,1,-0.9568878566532428,-5.81114320990433,0,0,0,-0.21826644679462698,1,-1.45291484423926,1,1,0,0,0,0.239176047975518,0,-0.672867667147616,0,-0.570199227271789,-0.7550856808805708
18,-0.769415681156665,-1.0181450519570001,0,0.47166200563057503,1,0.3649936365101521,0.916032264293041,0,-0.9568878566532428,0.225335092466654,1,1,0,-0.21826644679462698,1,0.6841824026109339,1,0,0,0,0,-0.0388398858609351,0,-0.672867667147616,0,-0.570199227271789,-0.7550856808805708
19,-0.23120593214658397,-1.0181450519570001,0,-1.84105034270392,1,-0.0527879790987326,-0.9891502508347391,0,-0.9568878566532428,0.153894197506116,0,0,0,-0.21826644679462698,1,0.60607397160468,1,1,1,0,0,0.148767850416059,0,0.33209275185027504,0,-0.570199227271789,-0.7550856808805708
20,1.5451757135765298,1.46291367991716,1,1.4039433037888402,0,0.629125304734105,1.0137339317354899,0,0.588597297871588,0.260512668833427,1,1,0,1.43866136210246,0,-1.45291484423926,1,0,0,1,0,1.3557710287097702,0,-0.672867667147616,0,1.5175567880074599,1.15648298997565
21,-0.784992206626497,0.6358941026257751,0,-1.84105034270392,1,-0.0814887328102809,-1.7219127566531203,1,0.588597297871588,-0.260136143848609,1,1,0,-0.21826644679462698,1,-1.45291484423926,1,0,0,0,1,-0.49913276152506103,0,1.3370531708481599,0,-0.570199227271789,-0.7550856808805708
22,0.6575098432079661,1.46291367991716,0,-0.12116557863173598,0,0.315828136346295,0.81833059685059,0,0.588597297871588,0.663323161640782,1,1,0,0.39982459493922096,0,-1.45291484423926,1,0,0,0,0,0.370864975639133,0,-0.672867667147616,0,0.9736414050794471,0.6069069971044859
23,-0.912253874957154,-1.0181450519570001,0,-0.12116557863173598,0,0.360444977137894,-0.451791079901263,1,0.588597297871588,0.16341595477395998,1,0,0,-0.21826644679462698,1,0.770043374368107,1,1,0,0,1,-1.2875740632031498,0,1.3370531708481599,0,-0.570199227271789,0.041401265309521
24,-0.912253874957154,-1.0181450519570001,0,-0.12116557863173598,1,-0.10274573383423301,0.769479763129365,1,0.588597297871588,0.18051105062276102,0,1,0,-0.21826644679462698,1,0.7763438640526659,1,0,0,1,0,0.0561367105319845,0,2.34201358984605,1,-0.570199227271789,2.4786513206512
